0.0	0.0	0.0009765625	0.0	0.0	0.0
0.0	0.0	0.0909423828125	0.0	0.0	0.0
0.0	0.0	0.324951171875	0.0	0.0	0.0
0.0	0.0	0.7030029296875	0.0	0.0	0.0
0.0	0.0	1.2249755859375	0.0	0.0	0.0
0.0	0.0	1.8909912109375	0.0	0.0	0.0
0.0	0.0	2.7010498046875	0.0	0.0	0.0
0.0	0.0	3.655029296875	0.0	0.0	0.0
0.0	0.0	4.7530517578125	0.0	0.0	0.0
0.0	0.0	5.9949951171875	0.0	0.0	0.0
0.0	0.0	7.3809814453125	0.0	0.0	0.0
0.0	0.0	8.9110107421875	0.0	0.0	0.0
0.0	0.0	10.5849609375	0.0	0.0	0.0
0.0	0.0	12.4029541015625	0.0	0.0	0.0
0.0	0.0	14.364990234375	0.0	0.0	0.0
0.0	0.0	16.470947265625	0.0	0.0	0.0
0.0	0.0	18.7210693359375	0.0	0.0	0.0
0.0	0.0	21.114990234375	0.0	0.0	0.0
0.0	0.0	23.653076171875	0.0	0.0	0.0
0.0	0.0	26.3349609375	0.0	0.0	0.0
0.0	0.0	29.1610107421875	0.0	0.0	0.0
0.0	0.0	32.1309814453125	0.0	0.0	0.0
0.0	0.0	35.2449951171875	0.0	0.0	0.0
0.0	0.0	38.5030517578125	0.0	0.0	0.0
0.0	0.0	41.905029296875	0.0	0.0	0.0
0.0	0.0	45.4510498046875	0.0	0.0	0.0
0.0	0.0	49.1409912109375	0.0	0.0	0.0
0.0	0.0	52.9749755859375	0.0	0.0	0.0
0.0	0.0	56.9530029296875	0.0	0.0	0.0
0.0	0.0	61.074951171875	0.0	0.0	0.0
0.0	0.0	65.3409423828125	0.0	0.0	0.0
0.0	0.0	69.7509765625	0.0	0.0	0.0
0.0	0.0	74.304931640625	0.0	0.0	0.0
0.0	0.0	79.0029296875	0.0	0.0	0.0
0.0	0.0	83.844970703125	0.0	0.0	0.0
0.0	0.0	88.8309326171875	0.0	0.0	0.0
0.0	0.0	93.9608154296875	0.0	0.0	0.0
0.0	0.0	99.23486328125	0.0	0.0	0.0
0.0	0.0	104.65283203125	0.0	0.0	0.0
0.0	0.0	110.21484375	0.0	0.0	0.0
0.0	0.0	115.9207763671875	0.0	0.0	0.0
0.0	0.0	121.770751953125	0.0	0.0	0.0
0.0	0.0	127.7646484375	0.0	0.0	0.0
0.0	0.0	133.9027099609375	0.0	0.0	0.0
0.0	0.0	140.1845703125	0.0	0.0	0.0
0.0	0.0	146.610595703125	0.0	0.0	0.0
0.0	0.0	153.1805419921875	0.0	0.0	0.0
0.0	0.0	159.89453125	0.0	0.0	0.0
0.0	0.0	166.75244140625	0.0	0.0	0.0
0.0	0.0	173.75439453125	0.0	0.0	0.0
0.0	0.0	180.900390625	0.0	0.0	0.0
0.0	0.0	188.1903076171875	0.0	0.0	0.0
0.0	0.0	195.624267578125	0.0	0.0	0.0
0.0	0.0	203.2021484375	0.0	0.0	0.0
0.0	0.0	210.924072265625	0.0	0.0	0.0
0.0	0.0	218.7900390625	0.0	0.0	0.0
0.0	0.0	226.800048828125	0.0	0.0	0.0
0.0	0.0	234.9539794921875	0.0	0.0	0.0
0.0	0.0	243.2518310546875	0.0	0.0	0.0
0.0	0.0	251.69384765625	0.0	0.0	0.0
0.0	0.0	260.27978515625	0.0	0.0	0.0
0.0	0.0	269.0096435546875	0.0	0.0	0.0
0.0	0.0	277.8836669921875	0.0	0.0	0.0
0.0	0.0	286.9014892578125	0.0	0.0	0.0
0.0	0.0	296.0634765625	0.0	0.0	0.0
0.0	0.0	305.369384765625	0.0	0.0	0.0
0.0	0.0	314.8193359375	0.0	0.0	0.0
0.0	0.0	324.4132080078125	0.0	0.0	0.0
